,LocYear,hth1_2,hth3_4,hth5_6,hth7,hth8_9,hth10,hth11,hth12,hth13,hth14,hth151617,hth1819,hth2021,hth2223,hth2425,hth26,hth27,hth28,hth29,hth30,hth31,hth32,hth33
3960,TX2007,0.773,0.056,N.C.,0.407,0.123,31.0,1058,,,,0.12,0.74,0.62,0.07,0.17,,2564,34218.0,,0.136,1106,407625.0,54281.0
3961,TX2007,0.773,0.056,N.C.,0.407,N.C.,31.0,1058,,,,0.12,0.74,0.62,0.07,0.17,,2564,34218.0,,0.136,1106,407625.0,54281.0
3962,TX2007,0.773,N.C.,0.056,0.407,0.123,31.0,1058,,,,0.12,0.74,0.62,0.07,0.17,,2564,34218.0,,0.136,1106,407625.0,54281.0
3963,TX2007,0.773,N.C.,0.056,0.407,N.C.,31.0,1058,,,,0.12,0.74,0.62,0.07,0.17,,2564,34218.0,,0.136,1106,407625.0,54281.0
3964,TX2007,0.773,N.C.,N.C.,0.407,0.123,31.0,1058,,,,0.12,0.74,0.62,0.07,0.17,,2564,34218.0,,0.136,1106,407625.0,54281.0
3965,TX2007,0.773,N.C.,N.C.,0.407,N.C.,31.0,1058,,,,0.12,0.74,0.62,0.07,0.17,,2564,34218.0,,0.136,1106,407625.0,54281.0
3966,TX2008,0.778,0.054,0.054,0.417,0.124,29.0,998,0.18,,,,,,,,,2504,34194.0,,0.133,1068,405554.0,54284.0
3967,TX2008,0.778,0.054,0.054,0.417,N.C.,29.0,998,0.18,,,,,,,,,2504,34194.0,,0.133,1068,405554.0,54284.0
3968,TX2008,0.778,0.054,N.C.,0.417,0.124,29.0,998,0.18,,,,,,,,,2504,34194.0,,0.133,1068,405554.0,54284.0
3969,TX2008,0.778,0.054,N.C.,0.417,N.C.,29.0,998,0.18,,,,,,,,,2504,34194.0,,0.133,1068,405554.0,54284.0
3970,TX2008,0.778,N.C.,0.054,0.417,0.124,29.0,998,0.18,,,,,,,,,2504,34194.0,,0.133,1068,405554.0,54284.0
3971,TX2008,0.778,N.C.,0.054,0.417,N.C.,29.0,998,0.18,,,,,,,,,2504,34194.0,,0.133,1068,405554.0,54284.0
3972,TX2008,0.778,N.C.,N.C.,0.417,0.124,29.0,998,0.18,,,,,,,,,2504,34194.0,,0.133,1068,405554.0,54284.0
3973,TX2008,0.778,N.C.,N.C.,0.417,N.C.,29.0,998,0.18,,,,,,,,,2504,34194.0,,0.133,1068,405554.0,54284.0
3974,TX2009,0.433,0.05,0.05,0.42,0.12,29.0,1022,0.17,,0.39,,,,,,0.28,2402,34137.0,0.31,0.13,1071,401977.0,52656.0
3975,TX2009,0.433,0.05,0.05,0.42,N.C.,29.0,1022,0.17,,0.39,,,,,,0.28,2402,34137.0,0.31,0.13,1071,401977.0,52656.0
3976,TX2009,0.433,0.05,N.C.,0.42,0.12,29.0,1022,0.17,,0.39,,,,,,0.28,2402,34137.0,0.31,0.13,1071,401977.0,52656.0
3977,TX2009,0.433,0.05,N.C.,0.42,N.C.,29.0,1022,0.17,,0.39,,,,,,0.28,2402,34137.0,0.31,0.13,1071,401977.0,52656.0
3978,TX2009,0.433,N.C.,0.05,0.42,0.12,29.0,1022,0.17,,0.39,,,,,,0.28,2402,34137.0,0.31,0.13,1071,401977.0,52656.0
3979,TX2009,0.433,N.C.,0.05,0.42,N.C.,29.0,1022,0.17,,0.39,,,,,,0.28,2402,34137.0,0.31,0.13,1071,401977.0,52656.0
3980,TX2009,0.433,N.C.,N.C.,0.42,0.12,29.0,1022,0.17,,0.39,,,,,,0.28,2402,34137.0,0.31,0.13,1071,401977.0,52656.0
3981,TX2009,0.433,N.C.,N.C.,0.42,N.C.,29.0,1022,0.17,,0.39,,,,,,0.28,2402,34137.0,0.31,0.13,1071,401977.0,52656.0
3982,TX2010,0.612,0.05,0.05,0.42,0.11,26.0,931,0.15,,0.39,,,,,,,2368,32486.0,0.31,0.131,950,386118.0,47751.0
3983,TX2010,0.612,0.05,0.05,0.42,N.C.,26.0,931,0.15,,0.39,,,,,,,2368,32486.0,0.31,0.131,950,386118.0,47751.0
3984,TX2010,0.612,0.05,N.C.,0.42,0.11,26.0,931,0.15,,0.39,,,,,,,2368,32486.0,0.31,0.131,950,386118.0,47751.0
3985,TX2010,0.612,0.05,N.C.,0.42,N.C.,26.0,931,0.15,,0.39,,,,,,,2368,32486.0,0.31,0.131,950,386118.0,47751.0
3986,TX2010,0.612,N.C.,0.05,0.42,0.11,26.0,931,0.15,,0.39,,,,,,,2368,32486.0,0.31,0.131,950,386118.0,47751.0
3987,TX2010,0.612,N.C.,0.05,0.42,N.C.,26.0,931,0.15,,0.39,,,,,,,2368,32486.0,0.31,0.131,950,386118.0,47751.0
3988,TX2010,0.612,N.C.,N.C.,0.42,0.11,26.0,931,0.15,,0.39,,,,,,,2368,32486.0,0.31,0.131,950,386118.0,47751.0
3989,TX2010,0.612,N.C.,N.C.,0.42,N.C.,26.0,931,0.15,,0.39,,,,,,,2368,32486.0,0.31,0.131,950,386118.0,47751.0
3990,TX2011,0.74,0.05,0.05,0.42,0.1,26.0,969,0.14,,,0.15,0.78,0.66,0.08,0.2,0.29,2143,32018.0,,0.128,928,377445.0,42748.0
3991,TX2012,0.67,0.04,0.04,0.42,0.1,25.0,957,0.13,,,,,,,,,2229,31607.0,,0.124,879,382727.0,40451.0
3992,TX2013,0.742,0.04,0.04,0.42,0.1,25.0,963,0.13,,,,,,,,0.28,2264,32159.0,,0.123,915,387340.0,37525.0
3993,TX2014,0.665,0.04,0.04,0.42,0.1,25.0,948,0.12,,0.34,,,,,,,2337,32744.0,0.26,0.12,915,399766.0,35063.0
3994,TX2015,0.737,0.04,0.04,0.42,0.1,25.0,970,0.1,,0.32,,,,,,N.R.,2308,33275.0,0.24,0.12,935,403618.0,32687.0
3995,TX2016,0.722,0.03,0.03,0.41,0.1,26.0,1028,0.1,0.07,0.31,0.18,0.78,0.06,0.06,0.16,,2287,33445.0,0.23,0.12,999,398047.0,29765.0
3996,TX2016,0.722,0.03,0.03,0.41,0.1,26.0,1028,0.1,0.07,0.31,0.17,0.78,0.06,0.06,0.16,,2287,33445.0,0.23,0.12,999,398047.0,29765.0
3997,TX2017,0.703,0.03,0.03,0.41,0.1,27.0,992,0.11,0.09,0.31,0.2,0.79,0.75,0.05,0.16,0.34,2237,32162.0,0.24,0.12,1074,382050.0,26971.0
3998,TX2018,0.747,0.03,0.03,0.41,0.1,26.0,999,0.11,0.11,0.32,0.2,0.77,0.79,0.06,0.15,,2083,32037.0,0.25,0.13,1002,378624.0,25089.0
3999,TX2019,0.71,0.02,0.02,0.41,0.1,27.0,994,0.13,0.11,0.32,0.2,0.77,0.78,0.08,0.17,0.38,2075,31802.0,0.25,0.14,1094,377599.0,24109.0
4000,TX2020,0.707,0.02,0.02,0.42,0.1,28.0,985,,0.1,,0.2,0.75,0.74,0.07,0.18,,1968,30299.0,,0.13,1253,368190.0,22641.0
4001,TX2021,0.746,0.02,0.02,0.41,0.1,30.0,1011,0.12,0.11,0.31,0.22,0.76,0.74,0.06,0.18,0.45,1985,32297.0,0.24,0.14,1360,373594.0,21041.0
4002,TX2022,0.715,0.01,0.01,0.42,0.11,32.0,1112,0.11,0.12,0.29,0.24,0.76,0.76,0.07,0.19,,2243,34042.0,0.22,0.14,1413,389741.0,21337.0
4003,TX2023,0.751,0.01,0.01,0.42,0.11,30.0,984,0.12,,,,,,,,0.42,2259,33329.0,0.21,0.14,1389,387945.0,20856.0
4004,TX2024,,,,,,,,0.14,,,,,,,,,,,,,,,
4005,US1990,,,,0.28,,,15367,,,,,,,,,,38351,289418.0,,0.106,15711,4158212.0,521826.0
4006,US1991,,,,0.295,,,15693,,,,,,,,,,36766,292230.0,,0.108,15313,4110907.0,519577.0
4007,US1992,,,,0.301,,,14957,,,,,,,,,,34628,287493.0,,0.107,14411,4065014.0,505415.0
4008,US1993,,,,0.31,,,15724,,,,,,,,,,33466,288482.0,,0.11,14997,4000240.0,501093.0
4009,US1994,,,,0.326,,,15264,,,,,,,,,,31710,287607.0,,0.11,15284,3952767.0,505488.0
4010,US1995,,,,0.322,,,14989,,,,,,,,,,29583,285152.0,,0.11,15089,3899589.0,499873.0
4011,US1996,,,,0.324,,,14278,,,,,,,,,,28487,287230.0,,0.11,14663,3891494.0,491577.0
4012,US1997,,,,0.324,,,13562,,,,,,,,,,28045,291154.0,,0.114,14272,3880894.0,483220.0
4013,US1998,,,,0.328,,,13042,,,,,,,,,,28371,298208.0,,0.116,13788,3941553.0,484895.0
4014,US1999,,,,0.33,,,12844,,,,,,,,,,27937,301183.0,,0.118,13778,3959417.0,476050.0
4015,US2000,,,,0.332,,,12392,,,,,,,,,,28035,307030.0,,0.116,13563,4058814.0,468990.0
4016,US2001,,,,0.335,,,12202,,,,,,,,0.13,,27568,308747.0,,0.119,13555,4025933.0,445944.0
4017,US2002,0.655,,,0.34,,,12008,,,,,,,,,,28034,314077.0,,0.121,13812,4021726.0,425493.0
4018,US2003,0.725,0.152,0.152,0.346,0.063,,11919,,,,,,0.68,0.08,,,28025,324064.0,,0.123,13595,4089950.0,414580.0
4019,US2003,0.725,0.152,0.152,0.346,0.035,,11919,,,,,,0.68,0.08,,,28025,324064.0,,0.123,13595,4089950.0,414580.0
4020,US2003,0.725,0.152,0.107,0.346,0.063,,11919,,,,,,0.68,0.08,,,28025,324064.0,,0.123,13595,4089950.0,414580.0
4021,US2003,0.725,0.152,0.107,0.346,0.035,,11919,,,,,,0.68,0.08,,,28025,324064.0,,0.123,13595,4089950.0,414580.0
4022,US2003,0.725,0.107,0.152,0.346,0.063,,11919,,,,,,0.68,0.08,,,28025,324064.0,,0.123,13595,4089950.0,414580.0
4023,US2003,0.725,0.107,0.152,0.346,0.035,,11919,,,,,,0.68,0.08,,,28025,324064.0,,0.123,13595,4089950.0,414580.0
4024,US2003,0.725,0.107,0.107,0.346,0.063,,11919,,,,,,0.68,0.08,,,28025,324064.0,,0.123,13595,4089950.0,414580.0
4025,US2003,0.725,0.107,0.107,0.346,0.035,,11919,,,,,,0.68,0.08,,,28025,324064.0,,0.123,13595,4089950.0,414580.0
4026,US2004,0.76,0.163,0.163,0.358,0.062,,11619,,,,,,,,,,27936,331772.0,,0.125,13706,4112052.0,415262.0
4027,US2004,0.76,0.163,0.163,0.358,0.036,,11619,,,,,,,,,,27936,331772.0,,0.125,13706,4112052.0,415262.0
4028,US2004,0.76,0.163,0.102,0.358,0.062,,11619,,,,,,,,,,27936,331772.0,,0.125,13706,4112052.0,415262.0
4029,US2004,0.76,0.163,0.102,0.358,0.036,,11619,,,,,,,,,,27936,331772.0,,0.125,13706,4112052.0,415262.0
4030,US2004,0.76,0.102,0.163,0.358,0.062,,11619,,,,,,,,,,27936,331772.0,,0.125,13706,4112052.0,415262.0
4031,US2004,0.76,0.102,0.163,0.358,0.036,,11619,,,,,,,,,,27936,331772.0,,0.125,13706,4112052.0,415262.0
4032,US2004,0.76,0.102,0.102,0.358,0.062,,11619,,,,,,,,,,27936,331772.0,,0.125,13706,4112052.0,415262.0
4033,US2004,0.76,0.102,0.102,0.358,0.036,,11619,,,,,,,,,,27936,331772.0,,0.125,13706,4112052.0,415262.0
4034,US2005,0.761,0.124,0.124,0.369,0.077,32.0,11358,,,,,,,,0.14,,28440,338573.0,,0.127,13703,4138349.0,414613.0
4035,US2005,0.761,0.124,0.124,0.369,0.035,32.0,11358,,,,,,,,0.14,,28440,338573.0,,0.127,13703,4138349.0,414613.0
4036,US2005,0.761,0.124,0.107,0.369,0.077,32.0,11358,,,,,,,,0.14,,28440,338573.0,,0.127,13703,4138349.0,414613.0
4037,US2005,0.761,0.124,0.107,0.369,0.035,32.0,11358,,,,,,,,0.14,,28440,338573.0,,0.127,13703,4138349.0,414613.0
4038,US2005,0.761,0.107,0.124,0.369,0.077,32.0,11358,,,,,,,,0.14,,28440,338573.0,,0.127,13703,4138349.0,414613.0
4039,US2005,0.761,0.107,0.124,0.369,0.035,32.0,11358,,,,,,,,0.14,,28440,338573.0,,0.127,13703,4138349.0,414613.0
4040,US2005,0.761,0.107,0.107,0.369,0.077,32.0,11358,,,,,,,,0.14,,28440,338573.0,,0.127,13703,4138349.0,414613.0
4041,US2005,0.761,0.107,0.107,0.369,0.035,32.0,11358,,,,,,,,0.14,,28440,338573.0,,0.127,13703,4138349.0,414613.0
4042,US2006,0.769,0.132,0.132,0.385,0.079,31.0,10780,,,,,,,,,,28527,351974.0,,0.128,13739,4265555.0,435436.0
4043,US2006,0.769,0.132,0.132,0.385,0.036,31.0,10780,,,,,,,,,,28527,351974.0,,0.128,13739,4265555.0,435436.0
4044,US2006,0.769,0.132,0.1,0.385,0.079,31.0,10780,,,,,,,,,,28527,351974.0,,0.128,13739,4265555.0,435436.0
4045,US2006,0.769,0.132,0.1,0.385,0.036,31.0,10780,,,,,,,,,,28527,351974.0,,0.128,13739,4265555.0,435436.0
4046,US2006,0.769,0.1,0.132,0.385,0.079,31.0,10780,,,,,,,,,,28527,351974.0,,0.128,13739,4265555.0,435436.0
4047,US2006,0.769,0.1,0.132,0.385,0.036,31.0,10780,,,,,,,,,,28527,351974.0,,0.128,13739,4265555.0,435436.0
4048,US2006,0.769,0.1,0.1,0.385,0.079,31.0,10780,,,,,,,,,,28527,351974.0,,0.128,13739,4265555.0,435436.0
4049,US2006,0.769,0.1,0.1,0.385,0.036,31.0,10780,,,,,,,,,,28527,351974.0,,0.128,13739,4265555.0,435436.0
4050,US2007,0.774,0.104,0.104,0.397,0.071,31.0,10850,,,,0.15,0.82,0.71,0.09,0.19,,29138,354333.0,,0.127,13299,4316233.0,444899.0
4051,US2007,0.774,0.104,0.104,0.397,0.039,31.0,10850,,,,0.15,0.82,0.71,0.09,0.19,,29138,354333.0,,0.127,13299,4316233.0,444899.0
4052,US2007,0.774,0.104,0.093,0.397,0.071,31.0,10850,,,,0.15,0.82,0.71,0.09,0.19,,29138,354333.0,,0.127,13299,4316233.0,444899.0
4053,US2007,0.774,0.104,0.093,0.397,0.039,31.0,10850,,,,0.15,0.82,0.71,0.09,0.19,,29138,354333.0,,0.127,13299,4316233.0,444899.0
4054,US2007,0.774,0.093,0.104,0.397,0.071,31.0,10850,,,,0.15,0.82,0.71,0.09,0.19,,29138,354333.0,,0.127,13299,4316233.0,444899.0
4055,US2007,0.774,0.093,0.104,0.397,0.039,31.0,10850,,,,0.15,0.82,0.71,0.09,0.19,,29138,354333.0,,0.127,13299,4316233.0,444899.0
4056,US2007,0.774,0.093,0.093,0.397,0.071,31.0,10850,,,,0.15,0.82,0.71,0.09,0.19,,29138,354333.0,,0.127,13299,4316233.0,444899.0
4057,US2007,0.774,0.093,0.093,0.397,0.039,31.0,10850,,,,0.15,0.82,0.71,0.09,0.19,,29138,354333.0,,0.127,13299,4316233.0,444899.0
4058,US2008,0.761,0.097,0.097,0.406,0.07,29.0,10381,0.1,,,,,,,,,28059,347209.0,,0.123,12407,4247694.0,434758.0
4059,US2008,0.761,0.097,0.097,0.406,0.036,29.0,10381,0.1,,,,,,,,,28059,347209.0,,0.123,12407,4247694.0,434758.0
4060,US2008,0.761,0.097,0.095,0.406,0.07,29.0,10381,0.1,,,,,,,,,28059,347209.0,,0.123,12407,4247694.0,434758.0
4061,US2008,0.761,0.097,0.095,0.406,0.036,29.0,10381,0.1,,,,,,,,,28059,347209.0,,0.123,12407,4247694.0,434758.0
4062,US2008,0.761,0.095,0.097,0.406,0.07,29.0,10381,0.1,,,,,,,,,28059,347209.0,,0.123,12407,4247694.0,434758.0
4063,US2008,0.761,0.095,0.097,0.406,0.036,29.0,10381,0.1,,,,,,,,,28059,347209.0,,0.123,12407,4247694.0,434758.0
4064,US2008,0.761,0.095,0.095,0.406,0.07,29.0,10381,0.1,,,,,,,,,28059,347209.0,,0.123,12407,4247694.0,434758.0
4065,US2008,0.761,0.095,0.095,0.406,0.036,29.0,10381,0.1,,,,,,,,,28059,347209.0,,0.123,12407,4247694.0,434758.0
4066,US2009,0.483,0.09,0.09,0.41,0.07,27.0,10101,0.09,,0.21,,,,,,0.26,26412,336747.0,0.17,0.12,11520,4130665.0,409802.0
4067,US2009,0.483,0.09,0.09,0.41,0.03,27.0,10101,0.09,,0.21,,,,,,0.26,26412,336747.0,0.17,0.12,11520,4130665.0,409802.0
4068,US2009,0.483,0.09,0.09,0.41,0.07,27.0,10101,0.09,,0.21,,,,,,0.26,26412,336747.0,0.17,0.12,11520,4130665.0,409802.0
4069,US2009,0.483,0.09,0.09,0.41,0.03,27.0,10101,0.09,,0.21,,,,,,0.26,26412,336747.0,0.17,0.12,11520,4130665.0,409802.0
4070,US2009,0.483,0.09,0.09,0.41,0.07,27.0,10101,0.09,,0.21,,,,,,0.26,26412,336747.0,0.17,0.12,11520,4130665.0,409802.0
4071,US2009,0.483,0.09,0.09,0.41,0.03,27.0,10101,0.09,,0.21,,,,,,0.26,26412,336747.0,0.17,0.12,11520,4130665.0,409802.0
4072,US2009,0.483,0.09,0.09,0.41,0.07,27.0,10101,0.09,,0.21,,,,,,0.26,26412,336747.0,0.17,0.12,11520,4130665.0,409802.0
4073,US2009,0.483,0.09,0.09,0.41,0.03,27.0,10101,0.09,,0.21,,,,,,0.26,26412,336747.0,0.17,0.12,11520,4130665.0,409802.0
4074,US2010,0.592,0.09,0.09,0.41,0.06,26.0,9595,0.08,,0.22,,,,,,,24586,325563.0,0.18,0.12,10887,3999386.0,367678.0
4075,US2010,0.592,0.09,0.09,0.41,0.03,26.0,9595,0.08,,0.22,,,,,,,24586,325563.0,0.18,0.12,10887,3999386.0,367678.0
4076,US2010,0.592,0.09,0.09,0.41,0.06,26.0,9595,0.08,,0.22,,,,,,,24586,325563.0,0.18,0.12,10887,3999386.0,367678.0
4077,US2010,0.592,0.09,0.09,0.41,0.03,26.0,9595,0.08,,0.22,,,,,,,24586,325563.0,0.18,0.12,10887,3999386.0,367678.0
4078,US2010,0.592,0.09,0.09,0.41,0.06,26.0,9595,0.08,,0.22,,,,,,,24586,325563.0,0.18,0.12,10887,3999386.0,367678.0
4079,US2010,0.592,0.09,0.09,0.41,0.03,26.0,9595,0.08,,0.22,,,,,,,24586,325563.0,0.18,0.12,10887,3999386.0,367678.0
4080,US2010,0.592,0.09,0.09,0.41,0.06,26.0,9595,0.08,,0.22,,,,,,,24586,325563.0,0.18,0.12,10887,3999386.0,367678.0
4081,US2010,0.592,0.09,0.09,0.41,0.03,26.0,9595,0.08,,0.22,,,,,,,24586,325563.0,0.18,0.12,10887,3999386.0,367678.0
4082,US2011,0.71,0.09,0.09,0.41,0.06,26.0,9647,0.08,,,0.17,0.77,0.71,0.09,0.2,0.29,23985,319711.0,,0.117,10594,3953590.0,329772.0
4083,US2012,0.719,0.09,0.09,0.41,0.06,25.0,9418,0.08,,,,,,,,,23629,315709.0,,0.115,10074,3952841.0,305388.0
4084,US2013,0.74,0.08,0.08,0.41,0.06,24.0,9408,0.08,,,,,,,,0.3,23440,315099.0,,0.114,9480,3932181.0,273105.0
4085,US2014,0.746,0.08,0.08,0.4,0.06,24.0,9080,0.06,,0.18,,,,,,,23215,318847.0,0.14,0.11,9586,3988076.0,249078.0
4086,US2015,0.751,0.08,0.08,0.4,0.06,25.0,9376,0.05,,0.15,,,,,,0.3,23455,320869.0,0.12,0.11,10186,3978497.0,229715.0
4087,US2016,0.738,0.07,0.07,0.4,0.06,26.0,9548,0.05,0.09,0.14,0.21,0.78,0.08,0.08,0.19,,23161,321839.0,0.11,0.11,10812,3945875.0,209809.0
4088,US2016,0.738,0.07,0.07,0.4,0.06,26.0,9548,0.05,0.09,0.14,0.2,0.78,0.08,0.08,0.19,,23161,321839.0,0.11,0.11,10812,3945875.0,209809.0
4089,US2017,0.732,0.07,0.07,0.4,0.06,26.0,9451,0.05,0.1,0.14,0.21,0.78,0.79,0.08,0.18,0.32,22335,318873.0,0.11,0.12,10886,3855500.0,194377.0
4090,US2018,0.75,0.06,0.06,0.4,0.06,25.0,9280,0.05,0.11,0.14,0.21,0.79,0.79,0.08,0.18,,21467,313752.0,0.11,0.12,10380,3791712.0,179871.0
4091,US2019,0.751,0.06,0.06,0.4,0.06,25.0,9173,0.06,0.11,0.15,0.21,0.77,0.78,0.07,0.19,0.37,20921,311245.0,0.12,0.12,10258,3747540.0,171674.0
4092,US2020,0.755,0.06,0.06,0.41,0.06,28.0,9152,,0.12,,0.22,0.75,0.77,0.07,0.19,,19582,297604.0,,0.12,12278,3613647.0,158043.0
4093,US2021,0.744,0.05,0.05,0.4,0.06,30.0,9791,0.05,0.13,0.14,0.23,0.77,0.77,0.07,0.2,0.42,19920,311932.0,0.11,0.12,13407,3664292.0,146973.0
4094,US2022,0.75,0.04,0.04,0.4,0.07,30.0,10395,0.05,0.13,0.13,0.24,0.79,0.78,0.07,0.21,,20553,315288.0,0.1,0.12,12745,3667758.0,143789.0
4095,US2023,0.73,0.03,0.03,0.4,0.07,29.0,10064,0.05,,,,,,,,0.4,20145,308263.0,0.1,0.12,12777,3596017.0,140977.0
4096,US2024,,,,,,,,0.06,,,,,,,,,,,,,,,
4097,UT1990,,,,0.135,,,128,,,,,,,,,,271,2074.0,,0.087,122,36277.0,3707.0
4098,UT1991,,,,0.144,,,151,,,,,,,,,,220,2172.0,,0.086,95,36033.0,3829.0
4099,UT1992,,,,0.151,,,152,,,,,,,,,,220,2085.0,,0.085,117,37200.0,3869.0
4100,UT1993,,,,0.155,,,168,,,,,,,,,,223,2206.0,,0.089,151,37127.0,3951.0
4101,UT1994,,,,0.157,,,144,,,,,,,,,,236,2248.0,,0.089,179,38279.0,4043.0
4102,UT1995,,,,0.157,,,156,,,,,,,,,,213,2485.0,,0.092,171,39577.0,4222.0
4103,UT1996,,,,0.162,,,127,,,,,,,,,,254,2790.0,,0.095,155,42087.0,4438.0
4104,UT1997,,,,0.166,,,140,,,,,,,,,,249,2833.0,,0.099,171,43059.0,4503.0
4105,UT1998,,,,0.171,,,129,,,,,,,,,,255,3044.0,,0.102,141,45165.0,4389.0
4106,UT1999,,,,0.167,,,107,,,,,,,,,,224,3155.0,,0.106,126,46290.0,4253.0
4107,UT2000,,,,0.173,,,108,,,,,,,,,,248,3115.0,,0.105,129,47353.0,4146.0
4108,UT2001,,,,0.174,,,110,,,,,,,,0.11,,232,3077.0,,0.106,127,47959.0,3884.0
4109,UT2002,0.614,,,0.172,,,129,,,,,,,,,,273,3164.0,,0.105,130,49182.0,3574.0
4110,UT2003,0.701,N.C.,N.C.,0.172,N.C.,,124,,,,,,0.7,0.05,,,249,3260.0,,0.104,119,49860.0,3307.0
4111,UT2003,0.701,N.C.,N.C.,0.172,0.044,,124,,,,,,0.7,0.05,,,249,3260.0,,0.104,119,49860.0,3307.0
4112,UT2003,0.701,N.C.,0.064,0.172,N.C.,,124,,,,,,0.7,0.05,,,249,3260.0,,0.104,119,49860.0,3307.0
4113,UT2003,0.701,N.C.,0.064,0.172,0.044,,124,,,,,,0.7,0.05,,,249,3260.0,,0.104,119,49860.0,3307.0
4114,UT2003,0.701,0.064,N.C.,0.172,N.C.,,124,,,,,,0.7,0.05,,,249,3260.0,,0.104,119,49860.0,3307.0
4115,UT2003,0.701,0.064,N.C.,0.172,0.044,,124,,,,,,0.7,0.05,,,249,3260.0,,0.104,119,49860.0,3307.0
4116,UT2003,0.701,0.064,0.064,0.172,N.C.,,124,,,,,,0.7,0.05,,,249,3260.0,,0.104,119,49860.0,3307.0
4117,UT2003,0.701,0.064,0.064,0.172,0.044,,124,,,,,,0.7,0.05,,,249,3260.0,,0.104,119,49860.0,3307.0
4118,UT2004,0.678,N.C.,N.C.,0.175,N.C.,,124,,,,,,,,,,264,3379.0,,0.108,97,50670.0,3207.0
4119,UT2004,0.678,N.C.,N.C.,0.175,0.045,,124,,,,,,,,,,264,3379.0,,0.108,97,50670.0,3207.0
4120,UT2004,0.678,N.C.,0.062,0.175,N.C.,,124,,,,,,,,,,264,3379.0,,0.108,97,50670.0,3207.0
4121,UT2004,0.678,N.C.,0.062,0.175,0.045,,124,,,,,,,,,,264,3379.0,,0.108,97,50670.0,3207.0
4122,UT2004,0.678,0.062,N.C.,0.175,N.C.,,124,,,,,,,,,,264,3379.0,,0.108,97,50670.0,3207.0
4123,UT2004,0.678,0.062,N.C.,0.175,0.045,,124,,,,,,,,,,264,3379.0,,0.108,97,50670.0,3207.0
4124,UT2004,0.678,0.062,0.062,0.175,N.C.,,124,,,,,,,,,,264,3379.0,,0.108,97,50670.0,3207.0
4125,UT2004,0.678,0.062,0.062,0.175,0.045,,124,,,,,,,,,,264,3379.0,,0.108,97,50670.0,3207.0
4126,UT2005,0.681,N.C.,N.C.,0.177,N.C.,29.0,126,,,,,,,,0.11,,230,3520.0,,0.114,109,51556.0,3181.0
4127,UT2005,0.681,N.C.,N.C.,0.177,0.043,29.0,126,,,,,,,,0.11,,230,3520.0,,0.114,109,51556.0,3181.0
4128,UT2005,0.681,N.C.,0.059,0.177,N.C.,29.0,126,,,,,,,,0.11,,230,3520.0,,0.114,109,51556.0,3181.0
4129,UT2005,0.681,N.C.,0.059,0.177,0.043,29.0,126,,,,,,,,0.11,,230,3520.0,,0.114,109,51556.0,3181.0
4130,UT2005,0.681,0.059,N.C.,0.177,N.C.,29.0,126,,,,,,,,0.11,,230,3520.0,,0.114,109,51556.0,3181.0
4131,UT2005,0.681,0.059,N.C.,0.177,0.043,29.0,126,,,,,,,,0.11,,230,3520.0,,0.114,109,51556.0,3181.0
4132,UT2005,0.681,0.059,0.059,0.177,N.C.,29.0,126,,,,,,,,0.11,,230,3520.0,,0.114,109,51556.0,3181.0
4133,UT2005,0.681,0.059,0.059,0.177,0.043,29.0,126,,,,,,,,0.11,,230,3520.0,,0.114,109,51556.0,3181.0
4134,UT2006,0.781,N.C.,N.C.,0.188,N.C.,27.0,116,,,,,,,,,,273,3700.0,,0.115,110,53504.0,3498.0
4135,UT2006,0.781,N.C.,N.C.,0.188,0.039,27.0,116,,,,,,,,,,273,3700.0,,0.115,110,53504.0,3498.0
4136,UT2006,0.781,N.C.,0.058,0.188,N.C.,27.0,116,,,,,,,,,,273,3700.0,,0.115,110,53504.0,3498.0
4137,UT2006,0.781,N.C.,0.058,0.188,0.039,27.0,116,,,,,,,,,,273,3700.0,,0.115,110,53504.0,3498.0
4138,UT2006,0.781,0.058,N.C.,0.188,N.C.,27.0,116,,,,,,,,,,273,3700.0,,0.115,110,53504.0,3498.0
4139,UT2006,0.781,0.058,N.C.,0.188,0.039,27.0,116,,,,,,,,,,273,3700.0,,0.115,110,53504.0,3498.0
4140,UT2006,0.781,0.058,0.058,0.188,N.C.,27.0,116,,,,,,,,,,273,3700.0,,0.115,110,53504.0,3498.0
4141,UT2006,0.781,0.058,0.058,0.188,0.039,27.0,116,,,,,,,,,,273,3700.0,,0.115,110,53504.0,3498.0
4142,UT2007,0.736,N.C.,N.C.,0.197,N.C.,29.0,127,,,,0.14,0.79,0.76,0.07,0.15,,280,3670.0,,0.109,124,55130.0,3775.0
4143,UT2007,0.736,N.C.,N.C.,0.197,0.037,29.0,127,,,,0.14,0.79,0.76,0.07,0.15,,280,3670.0,,0.109,124,55130.0,3775.0
4144,UT2007,0.736,N.C.,0.057,0.197,N.C.,29.0,127,,,,0.14,0.79,0.76,0.07,0.15,,280,3670.0,,0.109,124,55130.0,3775.0
4145,UT2007,0.736,N.C.,0.057,0.197,0.037,29.0,127,,,,0.14,0.79,0.76,0.07,0.15,,280,3670.0,,0.109,124,55130.0,3775.0
4146,UT2007,0.736,0.057,N.C.,0.197,N.C.,29.0,127,,,,0.14,0.79,0.76,0.07,0.15,,280,3670.0,,0.109,124,55130.0,3775.0
