,LocYear,safe1: 1,safe1: 2,safe4,safe5,safe6,safe7,safe9_10,safe1112: E,safe1112: M,Neglect,safe1112: O,safe1112: P,safe1112: S,safe1415: 1,safe1415: 2,safe161718: 1,safe161718: 2,safe1920: 1,safe1920: 2,safe212223
808,MO2003,0.14,0.45,6342.0,6560.0,1405.0,3352,6,539,288,4573,242,2483,2532,,,,,0.08,0.16,
809,MO2004,0.13,0.47,6618.0,6028.0,1391.0,3228,6,565,265,4393,209,2422,2321,,,,,0.08,0.15,
810,MO2005,0.11,0.47,6451.0,6213.0,1309.0,3532,6,509,308,4208,177,2216,2130,,,,,0.06,0.14,0.09
811,MO2006,0.1,0.45,5657.0,6376.0,1253.0,2722,4,443,N.R.,3366,N.R.,1978,1809,,,,,0.06,0.14,0.08
812,MO2007,0.09,0.43,5338.0,5168.0,968.0,2558,5,402,N.R.,3449,123,2010,1869,,,,,0.06,0.15,0.08
813,MO2008,0.09,0.42,5134.0,4600.0,1087.0,2606,4,311,N.R.,2771,70,1539,1486,,,,,0.06,0.17,0.07
814,MO2009,0.1,0.4,5636.0,4834.0,1096.0,2335,4,274,135,2674,N.R.,1652,1449,,,,,0.06,0.17,0.07
815,MO2010,0.08,0.38,5952.0,5034.0,1236.0,1952,4,200,152,2937,N.R.,1572,1443,,,,,0.07,0.18,0.07
816,MO2011,0.08,0.39,6079.0,5420.0,1199.0,2056,4,235,170,3391,N.R.,1669,1371,,,,,0.07,0.17,0.06
817,MO2012,0.07,0.41,6189.0,5477.0,1228.0,2067,3,202,154,2751,4,1356,1115,,,,,0.07,0.2,0.06
818,MO2013,0.07,0.41,6401.0,5567.0,1231.0,2162,1,148,121,1230,N.R.,674,516,,,,,0.06,0.22,0.05
819,MO2014,,,7121.0,5927.0,1291.0,2325,4,476,208,3280,1,1658,1367,,,,,0.07,0.19,
820,MO2015,0.06,0.41,6906.0,6519.0,1357.0,2513,4,487,231,3599,N.R.,1642,1334,,,,,0.06,0.18,0.04
821,MO2016,0.06,0.38,7350.0,6924.0,1591.0,2584,4,578,199,3403,N.R.,1645,1326,,,,,0.06,0.19,0.04
822,MO2017,0.06,0.34,6774.0,6640.0,1541.0,2825,3,477,157,2669,1,1342,1245,,,,,0.06,0.2,0.04
823,MO2018,0.05,0.34,6963.0,6559.0,1798.0,2783,4,601,170,3099,N.R.,1630,1786,,,,,0.06,0.21,0.04
824,MO2019,,,6889.0,6642.0,1820.0,2745,3,583,138,2497,5,1396,1566,,,,,,,
825,MO2020,,,6499.0,6394.0,1652.0,2583,3,645,105,2219,N.R.,1369,1456,,,,,,,
826,MO2021,0.04,0.28,6819.0,6146.0,1419.0,2677,3,581,106,2220,N.R.,1268,1340,0.02,0.16,0.02,0.16,0.07,0.26,0.11
827,MO2021,0.04,0.28,6819.0,6146.0,1419.0,2677,3,581,106,2220,N.R.,1268,1340,0.02,0.16,0.02,0.16,0.07,0.26,0.11
828,MO2021,0.04,0.28,6819.0,6146.0,1419.0,2677,3,581,106,2220,N.R.,1268,1340,0.02,0.16,0.02,0.16,0.07,0.26,0.11
829,MO2021,0.04,0.28,6819.0,6146.0,1419.0,2677,3,581,106,2220,N.R.,1268,1340,0.02,0.16,0.02,0.16,0.07,0.26,0.11
830,MO2021,0.04,0.28,6819.0,6146.0,1419.0,2677,3,581,106,2220,N.R.,1268,1340,0.02,0.16,0.02,0.16,0.07,0.26,0.11
831,MO2021,0.04,0.28,6819.0,6146.0,1419.0,2677,3,581,106,2220,N.R.,1268,1340,0.02,0.16,0.02,0.16,0.07,0.26,0.11
832,MO2022,0.03,0.29,5875.0,6310.0,,2451,3,500,113,2047,1,1216,1246,0.02,0.12,0.02,0.12,0.07,0.29,0.09
833,MO2022,0.03,0.29,5875.0,6310.0,,2451,3,500,113,2047,1,1216,1246,0.02,0.12,0.02,0.12,0.07,0.29,0.09
834,MO2022,0.03,0.29,5875.0,6310.0,,2451,3,500,113,2047,1,1216,1246,0.02,0.12,0.02,0.12,0.07,0.29,0.09
835,MO2022,0.03,0.29,5875.0,6310.0,,2451,3,500,113,2047,1,1216,1246,0.02,0.12,0.02,0.12,0.07,0.29,0.09
836,MO2022,0.03,0.29,5875.0,6310.0,,2451,3,500,113,2047,1,1216,1246,0.02,0.12,0.02,0.12,0.07,0.29,0.09
837,MO2022,0.03,0.29,5875.0,6310.0,,2451,3,500,113,2047,1,1216,1246,0.02,0.12,0.02,0.12,0.07,0.29,0.09
838,MO2023,,,5657.0,5737.0,,2195,3,678,101,2379,N.R.,1244,1351,,,,,,,
839,MO2024,,,,,,,3,,,,,,,,,,,,,
840,MS2000,,,2005.0,1726.0,288.0,493,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,
841,MS2001,,,2094.0,1692.0,266.0,476,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,
842,MS2002,0.09,0.32,1582.0,1510.0,227.0,803,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,0.06,0.13,
843,MS2003,0.08,0.34,1570.0,1525.0,183.0,811,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,0.06,0.11,
844,MS2004,0.09,0.34,1852.0,1560.0,270.0,914,7,699,209,2994,17,1404,946,,,,,0.06,0.12,
845,MS2005,0.08,0.32,2048.0,1659.0,242.0,858,8,724,201,3454,33,1459,957,,,,,0.05,0.13,0.07
846,MS2006,0.07,0.32,1952.0,1943.0,248.0,897,8,622,209,3633,31,1388,987,,,,,0.05,0.12,0.06
847,MS2007,0.07,0.32,2283.0,2043.0,295.0,898,9,733,316,4130,29,1497,960,,,,,0.04,0.11,0.06
848,MS2008,0.07,0.33,2098.0,2104.0,281.0,996,10,969,320,4666,35,1677,1201,,,,,0.05,0.12,0.06
849,MS2009,0.07,0.33,2107.0,2064.0,306.0,975,10,916,353,4728,45,1600,1148,,,,,0.05,0.13,0.06
850,MS2010,0.06,0.32,2577.0,2305.0,355.0,843,10,817,327,4725,22,1479,933,,,,,0.06,0.15,0.06
851,MS2011,0.07,0.33,2368.0,2358.0,358.0,880,9,805,254,4534,16,1302,828,,,,,0.06,0.16,0.06
852,MS2012,0.06,0.33,2408.0,2319.0,425.0,890,10,1003,281,5181,23,1395,1037,,,,,0.05,0.15,0.06
853,MS2013,0.05,0.31,2509.0,2340.0,354.0,1000,10,1206,326,5060,25,1376,952,,,,,0.06,0.16,0.05
854,MS2014,,,3054.0,2386.0,314.0,1184,11,1306,359,5996,26,1474,987,,,,,0.05,0.14,
855,MS2015,0.04,0.27,3082.0,2598.0,312.0,1437,12,1117,353,6578,17,1360,865,,,,,0.05,0.14,0.04
856,MS2016,0.04,0.26,3695.0,2910.0,400.0,1553,14,1338,378,7773,26,1514,999,,,,,0.05,0.16,0.03
857,MS2017,0.04,0.25,3195.0,2890.0,364.0,1867,15,1549,390,7833,30,1544,1161,,,,,0.05,0.15,0.03
858,MS2018,0.05,0.26,2520.0,3181.0,431.0,1730,14,1637,445,7354,18,1531,1204,,,,,0.06,0.17,0.03
859,MS2019,,,2396.0,2898.0,719.0,1610,13,1552,469,6694,13,1479,1268,,,,,,,
860,MS2020,,,1800.0,2307.0,597.0,1384,12,1504,373,5696,17,1271,1086,,,,,,,
861,MS2021,0.03,0.27,2029.0,2040.0,566.0,1139,12,1402,371,5992,23,1233,1220,0.01,0.12,0.01,0.12,0.06,0.21,0.08
862,MS2021,0.03,0.27,2029.0,2040.0,566.0,1139,12,1402,371,5992,23,1233,1220,0.01,0.12,0.01,0.12,0.06,0.21,0.08
863,MS2021,0.03,0.27,2029.0,2040.0,566.0,1139,12,1402,371,5992,23,1233,1220,0.01,0.12,0.01,0.12,0.06,0.21,0.08
864,MS2021,0.03,0.27,2029.0,2040.0,566.0,1139,12,1402,371,5992,23,1233,1220,0.01,0.12,0.01,0.12,0.06,0.21,0.08
865,MS2021,0.03,0.27,2029.0,2040.0,566.0,1139,12,1402,371,5992,23,1233,1220,0.01,0.12,0.01,0.12,0.06,0.21,0.08
866,MS2021,0.03,0.27,2029.0,2040.0,566.0,1139,12,1402,371,5992,23,1233,1220,0.01,0.12,0.01,0.12,0.06,0.21,0.08
867,MS2022,0.04,0.27,2150.0,1990.0,,1154,13,1635,455,6210,30,1420,1293,0.01,0.12,0.01,0.12,0.06,0.19,0.08
868,MS2022,0.04,0.27,2150.0,1990.0,,1154,13,1635,455,6210,30,1420,1293,0.01,0.12,0.01,0.12,0.06,0.19,0.08
869,MS2022,0.04,0.27,2150.0,1990.0,,1154,13,1635,455,6210,30,1420,1293,0.01,0.12,0.01,0.12,0.06,0.19,0.08
870,MS2022,0.04,0.27,2150.0,1990.0,,1154,13,1635,455,6210,30,1420,1293,0.01,0.12,0.01,0.12,0.06,0.19,0.08
871,MS2022,0.04,0.27,2150.0,1990.0,,1154,13,1635,455,6210,30,1420,1293,0.01,0.12,0.01,0.12,0.06,0.19,0.08
872,MS2022,0.04,0.27,2150.0,1990.0,,1154,13,1635,455,6210,30,1420,1293,0.01,0.12,0.01,0.12,0.06,0.19,0.08
873,MS2023,,,2114.0,2234.0,,479,13,1495,432,6095,8,1270,1016,,,,,,,
874,MS2024,,,,,,,15,,,,,,,,,,,,,
875,MT2000,,,1588.0,1327.0,238.0,838,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,
876,MT2001,,,1506.0,1497.0,275.0,739,7,283,43,684,19,977,274,,,,,,,
877,MT2002,0.18,0.51,1306.0,1280.0,247.0,669,8,16,48,752,247,1281,222,,,,,0.12,0.21,
878,MT2003,0.17,0.53,1175.0,1087.0,224.0,639,8,364,41,826,3,1150,181,,,,,0.1,0.2,
879,MT2004,0.16,0.54,1228.0,992.0,192.0,713,7,417,36,1223,3,280,156,,,,,0.1,0.21,
880,MT2005,0.15,0.55,1432.0,1149.0,244.0,646,9,455,52,1504,7,283,155,,,,,0.11,0.22,0.14
881,MT2006,0.13,0.53,1179.0,1288.0,272.0,608,8,375,32,1253,4,252,165,,,,,0.1,0.22,0.11
882,MT2007,0.12,0.51,1075.0,1223.0,246.0,597,8,513,34,1352,N.R.,248,142,,,,,0.09,0.23,0.09
883,MT2008,0.14,0.51,1022.0,1124.0,242.0,521,7,486,28,1195,3,272,126,,,,,0.09,0.22,0.11
884,MT2009,0.13,0.5,976.0,939.0,192.0,537,7,442,28,1269,5,263,112,,,,,0.1,0.23,0.1
885,MT2010,0.1,0.5,958.0,891.0,191.0,495,6,182,24,1154,1,162,79,,,,,0.1,0.25,0.1
886,MT2011,0.09,0.48,1041.0,977.0,238.0,460,5,104,11,908,4,132,53,,,,,0.1,0.27,0.09
887,MT2012,0.07,0.45,1298.0,1131.0,225.0,403,6,92,9,1118,4,182,64,,,,,0.09,0.23,0.07
888,MT2013,0.07,0.43,1434.0,1165.0,165.0,498,6,77,13,1233,6,155,63,,,,,0.08,0.21,0.06
889,MT2014,,,1392.0,1257.0,234.0,587,5,47,12,1078,N.R.,107,66,,,,,0.09,0.23,
890,MT2015,0.07,0.45,1940.0,1425.0,310.0,580,8,48,9,1740,5,105,71,,,,,0.08,0.24,0.06
891,MT2016,0.08,0.46,2151.0,1558.0,260.0,633,14,59,4,2986,5,128,95,,,,,0.09,0.25,0.06
892,MT2017,0.07,0.42,2361.0,1829.0,274.0,831,15,31,6,3420,N.R.,138,97,,,,,0.1,0.27,0.05
893,MT2018,0.06,0.42,2312.0,2154.0,396.0,977,16,20,2,3645,N.R.,130,119,,,,,0.1,0.3,0.06
894,MT2019,,,2178.0,2353.0,482.0,1018,16,22,13,3616,2,168,91,,,,,,,
895,MT2020,,,2022.0,2235.0,432.0,816,16,24,13,3626,3,183,106,,,,,,,
896,MT2021,0.05,0.39,1697.0,1954.0,313.0,680,13,34,12,2944,2,152,88,0.02,0.18,0.02,0.18,0.08,0.33,0.11
897,MT2021,0.05,0.39,1697.0,1954.0,313.0,680,13,34,12,2944,2,152,88,0.02,0.18,0.02,0.18,0.08,0.33,0.11
898,MT2021,0.05,0.39,1697.0,1954.0,313.0,680,13,34,12,2944,2,152,88,0.02,0.18,0.02,0.18,0.08,0.33,0.11
899,MT2021,0.05,0.39,1697.0,1954.0,313.0,680,13,34,12,2944,2,152,88,0.02,0.18,0.02,0.18,0.08,0.33,0.11
900,MT2021,0.05,0.39,1697.0,1954.0,313.0,680,13,34,12,2944,2,152,88,0.02,0.18,0.02,0.18,0.08,0.33,0.11
901,MT2021,0.05,0.39,1697.0,1954.0,313.0,680,13,34,12,2944,2,152,88,0.02,0.18,0.02,0.18,0.08,0.33,0.11
902,MT2022,0.04,0.35,1398.0,1764.0,,553,12,12,14,2606,1,166,107,0.01,0.18,0.01,0.18,0.07,0.36,0.09
903,MT2022,0.04,0.35,1398.0,1764.0,,553,12,12,14,2606,1,166,107,0.01,0.18,0.01,0.18,0.07,0.36,0.09
904,MT2022,0.04,0.35,1398.0,1764.0,,553,12,12,14,2606,1,166,107,0.01,0.18,0.01,0.18,0.07,0.36,0.09
905,MT2022,0.04,0.35,1398.0,1764.0,,553,12,12,14,2606,1,166,107,0.01,0.18,0.01,0.18,0.07,0.36,0.09
906,MT2022,0.04,0.35,1398.0,1764.0,,553,12,12,14,2606,1,166,107,0.01,0.18,0.01,0.18,0.07,0.36,0.09
907,MT2022,0.04,0.35,1398.0,1764.0,,553,12,12,14,2606,1,166,107,0.01,0.18,0.01,0.18,0.07,0.36,0.09
908,MT2023,,,1263.0,1564.0,,463,11,44,9,2493,2,192,110,,,,,,,
909,MT2024,,,,,,,11,,,,,,,,,,,,,
910,NC2000,,,5458.0,4481.0,1337.0,3689,15,106,703,27498,132,1285,1215,,,,,,,
911,NC2001,,,5301.0,5239.0,1327.0,3310,15,95,750,27213,149,1255,1162,,,,,,,
912,NC2002,0.1,0.38,5615.0,5404.0,1324.0,3119,14,97,687,26736,137,1147,1184,,,,,0.08,0.17,
913,NC2003,0.09,0.36,5461.0,5067.0,1296.0,3087,14,114,676,25755,152,970,1142,,,,,0.07,0.15,
914,NC2004,0.09,0.37,6089.0,5194.0,1198.0,3074,12,112,718,22528,260,1123,1140,,,,,0.08,0.15,
915,NC2005,0.09,0.36,6529.0,5482.0,1203.0,3137,14,116,486,19098,8115,1107,1220,,,,,0.07,0.16,0.08
916,NC2006,0.08,0.37,6413.0,5577.0,1234.0,3116,12,86,368,13547,9452,1768,1314,,,,,0.06,0.15,0.07
917,NC2007,0.08,0.38,6021.0,5785.0,1521.0,3095,10,108,541,18290,404,2464,1880,,,,,0.07,0.17,0.07
918,NC2008,0.07,0.37,5096.0,5591.0,1694.0,2903,10,91,453,17509,321,2229,1908,,,,,0.07,0.17,0.06
919,NC2009,0.07,0.37,4971.0,4968.0,1725.0,2722,10,67,411,17657,246,2327,1780,,,,,0.07,0.2,0.06
920,NC2010,0.07,0.36,4769.0,4779.0,1615.0,2427,10,113,439,17426,265,2145,1824,,,,,0.08,0.22,0.07
921,NC2011,0.07,0.34,5110.0,4803.0,1463.0,2234,10,121,480,18370,309,2197,1846,,,,,0.08,0.19,0.06
922,NC2012,0.07,0.33,5026.0,4702.0,1329.0,2071,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,0.07,0.17,0.06
923,NC2013,0.06,0.33,5300.0,4365.0,1222.0,2172,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,,,,,0.07,0.16,0.05
924,NC2014,,,5799.0,4487.0,1164.0,2416,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,0.06,0.19,
925,NC2015,0.04,0.36,5597.0,4687.0,1311.0,2739,3,90,35,4285,147,1777,1594,,,,,0.06,0.2,0.04
926,NC2016,0.05,0.31,5897.0,5129.0,1501.0,2936,3,73,31,3769,150,1787,1376,,,,,0.06,0.19,0.04
927,NC2017,0.06,0.31,5777.0,4745.0,1528.0,2907,3,118,57,3840,181,1808,1433,,,,,0.07,0.19,0.04
928,NC2018,0.05,0.35,5531.0,4698.0,1522.0,2819,3,101,54,3248,150,1751,1267,,,,,0.07,0.19,0.04
929,NC2019,,,5564.0,4454.0,1546.0,2861,2,109,58,2512,159,1610,1213,,,,,,,
930,NC2020,,,5119.0,4535.0,1521.0,2835,10,158,968,19781,193,1101,994,,,,,,,
931,NC2021,0.03,0.25,5522.0,4107.0,1317.0,2946,9,733,815,18333,304,1038,1081,0.01,0.12,0.01,0.12,0.05,0.19,0.07
932,NC2021,0.03,0.25,5522.0,4107.0,1317.0,2946,9,733,815,18333,304,1038,1081,0.01,0.12,0.01,0.12,0.05,0.19,0.07
933,NC2021,0.03,0.25,5522.0,4107.0,1317.0,2946,9,733,815,18333,304,1038,1081,0.01,0.12,0.01,0.12,0.05,0.19,0.07
934,NC2021,0.03,0.25,5522.0,4107.0,1317.0,2946,9,733,815,18333,304,1038,1081,0.01,0.12,0.01,0.12,0.05,0.19,0.07
935,NC2021,0.03,0.25,5522.0,4107.0,1317.0,2946,9,733,815,18333,304,1038,1081,0.01,0.12,0.01,0.12,0.05,0.19,0.07
936,NC2021,0.03,0.25,5522.0,4107.0,1317.0,2946,9,733,815,18333,304,1038,1081,0.01,0.12,0.01,0.12,0.05,0.19,0.07
937,NC2022,0.03,0.28,5124.0,4119.0,,2690,10,3726,711,15271,519,2428,1961,0.01,0.11,0.01,0.11,0.05,0.21,0.08
938,NC2022,0.03,0.28,5124.0,4119.0,,2690,10,3726,711,15271,519,2428,1961,0.01,0.11,0.01,0.11,0.05,0.21,0.08
939,NC2022,0.03,0.28,5124.0,4119.0,,2690,10,3726,711,15271,519,2428,1961,0.01,0.11,0.01,0.11,0.05,0.21,0.08
940,NC2022,0.03,0.28,5124.0,4119.0,,2690,10,3726,711,15271,519,2428,1961,0.01,0.11,0.01,0.11,0.05,0.21,0.08
941,NC2022,0.03,0.28,5124.0,4119.0,,2690,10,3726,711,15271,519,2428,1961,0.01,0.11,0.01,0.11,0.05,0.21,0.08
942,NC2022,0.03,0.28,5124.0,4119.0,,2690,10,3726,711,15271,519,2428,1961,0.01,0.11,0.01,0.11,0.05,0.21,0.08
943,NC2023,,,4768.0,4330.0,,2617,10,3582,632,15968,459,2392,1514,,,,,,,
944,NC2024,,,,,,,11,,,,,,,,,,,,,
945,ND2000,,,1006.0,851.0,108.0,321,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,
946,ND2001,,,1013.0,828.0,145.0,320,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,
947,ND2002,0.17,0.55,1044.0,864.0,137.0,320,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,0.08,0.15,
948,ND2003,0.16,0.57,1050.0,878.0,120.0,316,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,0.07,0.15,
949,ND2004,0.14,0.58,1048.0,874.0,128.0,277,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,0.06,0.11,
950,ND2005,0.13,0.56,1098.0,911.0,152.0,344,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,0.05,0.11,0.1
951,ND2006,0.12,0.58,948.0,881.0,150.0,321,10,777,31,910,N.R.,225,91,,,,,0.05,0.12,0.1
952,ND2007,0.12,0.6,901.0,891.0,125.0,337,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,0.05,0.12,0.09
953,ND2008,0.13,0.54,939.0,876.0,144.0,301,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,0.05,0.11,0.08
954,ND2009,0.1,0.51,940.0,877.0,137.0,315,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,0.04,0.1,0.07
955,ND2010,0.08,0.53,819.0,836.0,145.0,227,7,456,28,689,N.R.,150,43,,,,,0.05,0.11,0.07
956,ND2011,0.07,0.54,789.0,703.0,119.0,230,8,467,30,878,N.R.,202,56,,,,,0.06,0.14,0.06
957,ND2012,0.07,0.54,856.0,778.0,155.0,211,9,505,31,942,N.R.,198,59,,,,,0.05,0.14,0.06
958,ND2013,0.07,0.49,951.0,785.0,104.0,237,9,543,18,1055,N.R.,186,62,,,,,0.06,0.14,0.05
959,ND2014,,,999.0,813.0,96.0,262,9,607,43,1124,N.R.,166,68,,,,,0.06,0.15,
960,ND2015,0.07,0.5,1037.0,976.0,133.0,296,10,554,38,1291,N.R.,212,65,,,,,0.06,0.14,0.05
961,ND2016,0.06,0.48,1075.0,991.0,132.0,355,10,579,42,1349,N.R.,174,52,,,,,0.05,0.14,0.04
962,ND2017,0.06,0.49,1086.0,970.0,162.0,396,11,783,40,1483,N.R.,156,45,,,,,0.05,0.17,0.04
963,ND2018,0.05,0.47,1165.0,1043.0,172.0,429,12,810,56,1561,N.R.,193,63,,,,,0.05,0.17,0.05
964,ND2019,,,987.0,1020.0,197.0,421,10,497,50,1372,N.R.,127,67,,,,,,,
965,ND2020,,,990.0,901.0,197.0,443,9,460,34,1218,N.R.,134,50,,,,,,,
966,ND2021,0.05,0.4,950.0,960.0,229.0,416,7,288,22,1040,N.R.,105,62,0.02,0.14,0.02,0.14,0.05,0.2,0.09
967,ND2021,0.05,0.4,950.0,960.0,229.0,416,7,288,22,1040,N.R.,105,62,0.02,0.14,0.02,0.14,0.05,0.2,0.09
968,ND2021,0.05,0.4,950.0,960.0,229.0,416,7,288,22,1040,N.R.,105,62,0.02,0.14,0.02,0.14,0.05,0.2,0.09
969,ND2021,0.05,0.4,950.0,960.0,229.0,416,7,288,22,1040,N.R.,105,62,0.02,0.14,0.02,0.14,0.05,0.2,0.09
970,ND2021,0.05,0.4,950.0,960.0,229.0,416,7,288,22,1040,N.R.,105,62,0.02,0.14,0.02,0.14,0.05,0.2,0.09
971,ND2021,0.05,0.4,950.0,960.0,229.0,416,7,288,22,1040,N.R.,105,62,0.02,0.14,0.02,0.14,0.05,0.2,0.09
972,ND2022,0.04,0.38,893.0,801.0,,431,6,78,10,975,N.R.,96,26,0.02,0.13,0.02,0.13,0.05,0.21,0.08
973,ND2022,0.04,0.38,893.0,801.0,,431,6,78,10,975,N.R.,96,26,0.02,0.13,0.02,0.13,0.05,0.21,0.08
974,ND2022,0.04,0.38,893.0,801.0,,431,6,78,10,975,N.R.,96,26,0.02,0.13,0.02,0.13,0.05,0.21,0.08
975,ND2022,0.04,0.38,893.0,801.0,,431,6,78,10,975,N.R.,96,26,0.02,0.13,0.02,0.13,0.05,0.21,0.08
976,ND2022,0.04,0.38,893.0,801.0,,431,6,78,10,975,N.R.,96,26,0.02,0.13,0.02,0.13,0.05,0.21,0.08
977,ND2022,0.04,0.38,893.0,801.0,,431,6,78,10,975,N.R.,96,26,0.02,0.13,0.02,0.13,0.05,0.21,0.08
978,ND2023,,,764.0,689.0,,480,5,43,6,773,N.R.,84,34,,,,,,,
979,ND2024,,,,,,,4,,,,,,,,,,,,,
980,NE2000,,,3134.0,2514.0,293.0,476,7,205,4,2415,N.R.,896,387,,,,,,,
981,NE2001,,,3350.0,2636.0,316.0,347,7,227,3,2166,N.R.,898,386,,,,,,,
982,NE2002,0.14,0.5,3351.0,3195.0,356.0,671,8,288,2,2714,N.R.,899,387,,,,,0.09,0.16,
983,NE2003,0.14,0.51,2907.0,3147.0,286.0,812,8,314,5,2691,N.R.,855,390,,,,,0.07,0.14,
984,NE2004,0.13,0.51,4155.0,3118.0,367.0,920,10,298,2,3539,N.R.,913,406,,,,,0.06,0.15,
985,NE2005,0.12,0.5,3942.0,3425.0,352.0,916,13,480,2,4987,N.R.,967,617,,,,,0.06,0.15,0.09
986,NE2006,0.11,0.46,3799.0,3658.0,534.0,972,12,564,5,4769,N.R.,828,627,,,,,0.06,0.14,0.08
987,NE2007,0.1,0.45,3575.0,3704.0,500.0,805,8,359,N.R.,3306,N.R.,588,312,,,,,0.06,0.14,0.08
988,NE2008,0.08,0.47,3341.0,3461.0,520.0,881,9,99,N.R.,3626,N.R.,562,413,,,,,0.06,0.15,0.08
989,NE2009,0.09,0.46,3563.0,3619.0,588.0,831,11,29,2,4314,N.R.,607,445,,,,,0.06,0.15,0.07
990,NE2010,0.08,0.44,3373.0,3194.0,437.0,768,10,32,N.R.,3996,N.R.,518,308,,,,,0.06,0.14,0.06
991,NE2011,0.07,0.42,3151.0,3245.0,413.0,831,9,50,2,3803,N.R.,450,239,,,,,0.07,0.15,0.07
992,NE2012,0.07,0.42,2806.0,2939.0,417.0,904,8,48,N.R.,3274,N.R.,493,297,,,,,0.06,0.15,0.06
993,NE2013,0.06,0.43,2688.0,3160.0,586.0,705,9,34,3,3321,N.R.,536,299,,,,,0.06,0.16,0.06
994,NE2014,,,2317.0,2961.0,461.0,690,8,38,3,3303,N.R.,497,298,,,,,0.05,0.17,
995,NE2015,0.06,0.44,2421.0,2335.0,533.0,715,7,38,N.R.,2962,N.R.,423,237,,,,,0.06,0.17,0.04
996,NE2016,0.07,0.44,2521.0,2174.0,483.0,715,6,28,N.R.,2385,N.R.,327,176,,,,,0.06,0.19,0.04
997,NE2017,0.06,0.42,2644.0,2369.0,546.0,771,7,26,1,2755,N.R.,376,235,,,,,0.06,0.21,0.04
998,NE2018,0.05,0.41,1869.0,2438.0,564.0,817,5,16,1,2121,N.R.,338,295,,,,,0.07,0.21,0.04
999,NE2019,,,2209.0,2137.0,560.0,689,6,12,2,2337,N.R.,357,252,,,,,,,
1000,NE2020,,,2069.0,1874.0,433.0,658,5,10,1,1908,N.R.,316,243,,,,,,,
1001,NE2021,0.05,0.36,2032.0,1676.0,368.0,755,5,24,1,2013,N.R.,354,217,0.02,0.09,0.02,0.09,0.05,0.19,0.09
1002,NE2021,0.05,0.36,2032.0,1676.0,368.0,755,5,24,1,2013,N.R.,354,217,0.02,0.09,0.02,0.09,0.05,0.19,0.09
1003,NE2021,0.05,0.36,2032.0,1676.0,368.0,755,5,24,1,2013,N.R.,354,217,0.02,0.09,0.02,0.09,0.05,0.19,0.09
1004,NE2021,0.05,0.36,2032.0,1676.0,368.0,755,5,24,1,2013,N.R.,354,217,0.02,0.09,0.02,0.09,0.05,0.19,0.09
1005,NE2021,0.05,0.36,2032.0,1676.0,368.0,755,5,24,1,2013,N.R.,354,217,0.02,0.09,0.02,0.09,0.05,0.19,0.09
1006,NE2021,0.05,0.36,2032.0,1676.0,368.0,755,5,24,1,2013,N.R.,354,217,0.02,0.09,0.02,0.09,0.05,0.19,0.09
1007,NE2022,0.03,0.32,1929.0,1798.0,,807,4,15,1,1690,N.R.,246,162,0.01,0.1,0.01,0.1,0.05,0.19,0.08
1008,NE2022,0.03,0.32,1929.0,1798.0,,807,4,15,1,1690,N.R.,246,162,0.01,0.1,0.01,0.1,0.05,0.19,0.08
1009,NE2022,0.03,0.32,1929.0,1798.0,,807,4,15,1,1690,N.R.,246,162,0.01,0.1,0.01,0.1,0.05,0.19,0.08
1010,NE2022,0.03,0.32,1929.0,1798.0,,807,4,15,1,1690,N.R.,246,162,0.01,0.1,0.01,0.1,0.05,0.19,0.08
1011,NE2022,0.03,0.32,1929.0,1798.0,,807,4,15,1,1690,N.R.,246,162,0.01,0.1,0.01,0.1,0.05,0.19,0.08
1012,NE2022,0.03,0.32,1929.0,1798.0,,807,4,15,1,1690,N.R.,246,162,0.01,0.1,0.01,0.1,0.05,0.19,0.08
1013,NE2023,,,1790.0,1793.0,,807,5,21,1,1753,N.R.,319,226,,,,,,,
1014,NE2024,,,,,,,5,,,,,,,,,,,,,
1015,NH2000,,,484.0,491.0,97.0,206,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,
1016,NH2001,,,534.0,468.0,95.0,198,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,
